Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1019250,1/8/2013,7/8/2013,12,3,NULL
1019292,9/22/2012,3/22/2013,20,3,NULL
1019296,10/24/2012,4/23/2013,12,5,11/24/2012
1019423,8/19/2012,2/16/2013,10,5,NULL
1019438,7/12/2012,7/12/2013,15,2,NULL
1019439,9/16/2011,9/15/2012,4,3,NULL
1019534,8/20/2012,8/20/2013,10,4,NULL
1019561,9/13/2012,3/13/2013,16,2,11/12/2012
1019601,3/12/2012,3/12/2013,18,2,8/28/2012
1019651,1/11/2013,7/11/2013,14,2,NULL
1019731,9/16/2012,3/16/2013,11,5,12/20/2012
1019822,6/11/2012,6/11/2013,14,4,NULL
1019838,9/25/2012,3/25/2013,3,2,NULL
1019881,10/10/2012,4/9/2013,3,5,NULL
1019982,1/19/2012,1/18/2013,19,1,9/9/2012
1020162,4/26/2012,4/26/2013,12,4,NULL
1020214,4/13/2012,4/13/2013,11,2,NULL
1020313,2/24/2013,8/24/2013,15,6,NULL
1020315,5/13/2012,11/10/2012,13,5,NULL
1020332,3/21/2012,3/21/2013,7,2,NULL
1020361,3/24/2012,9/21/2012,14,7,NULL
1020385,7/8/2012,7/8/2013,14,4,NULL
1020395,10/15/2011,10/14/2012,3,1,10/27/2012
1020428,7/21/2012,7/21/2013,16,2,NULL
1020436,1/23/2013,7/23/2013,17,3,NULL
1020485,6/13/2012,6/13/2013,19,5,NULL
1020490,9/14/2012,3/14/2013,13,4,12/19/2012
1020506,10/28/2012,4/27/2013,6,6,NULL
1020531,7/13/2012,1/10/2013,7,7,11/3/2012
1020590,7/5/2012,7/5/2013,6,5,NULL
1020602,5/17/2012,11/14/2012,18,2,NULL
1020640,9/28/2011,9/27/2012,18,4,NULL
1020653,7/16/2012,1/13/2013,19,3,NULL
1020654,10/1/2011,9/30/2012,15,4,NULL
1020695,3/13/2012,9/10/2012,3,2,NULL
1020714,9/7/2011,9/6/2012,10,3,NULL
1020768,3/13/2012,3/13/2013,18,6,NULL
1020860,8/7/2012,2/4/2013,15,6,NULL
1020942,7/12/2012,7/12/2013,3,2,NULL
1021032,2/12/2013,8/12/2013,20,6,NULL
1021050,8/12/2012,8/12/2013,17,7,NULL
1021053,12/17/2012,6/16/2013,2,1,3/2/2013
1021103,7/4/2012,7/4/2013,1,4,NULL
1021117,1/5/2012,1/4/2013,12,1,NULL
1021186,3/25/2012,9/22/2012,10,7,NULL
1021201,12/20/2012,6/19/2013,10,6,NULL
1021203,10/29/2011,10/28/2012,16,2,NULL
1021221,2/2/2013,8/2/2013,16,5,NULL
1021229,3/6/2012,3/6/2013,18,6,NULL
1021246,9/30/2011,9/29/2012,6,7,NULL
1021317,1/17/2013,7/17/2013,11,6,5/4/2013
1021338,5/12/2012,5/12/2013,17,4,10/6/2012
1021353,2/5/2013,8/5/2013,17,1,NULL
1021355,12/9/2012,6/8/2013,16,2,NULL
1021392,12/6/2011,12/5/2012,12,2,NULL
1021415,8/10/2012,8/10/2013,8,4,NULL
1021452,7/21/2012,1/18/2013,12,6,12/2/2012
1021456,12/1/2011,11/30/2012,3,7,NULL
1021495,6/15/2012,12/13/2012,5,2,12/1/2012
1021512,12/23/2012,6/22/2013,2,7,NULL
1021557,3/21/2012,9/18/2012,20,1,12/7/2012
1021636,5/31/2012,5/31/2013,13,4,NULL
1021694,5/9/2012,11/6/2012,10,3,NULL
1021718,6/12/2012,12/10/2012,11,2,11/8/2012
1021816,12/4/2012,6/3/2013,11,6,NULL
1021845,6/9/2012,12/7/2012,14,6,11/15/2012
1021860,8/12/2012,2/9/2013,10,6,NULL
1021944,9/18/2011,9/17/2012,19,7,NULL
1021956,9/6/2012,3/6/2013,1,3,NULL
1022030,11/12/2011,11/11/2012,4,4,NULL
1022097,10/20/2011,10/19/2012,12,7,10/4/2012
1022098,12/14/2012,6/13/2013,14,6,2/18/2013
1022231,3/26/2012,9/23/2012,9,1,NULL
1022272,7/7/2012,7/7/2013,5,5,NULL
1022325,8/19/2012,8/19/2013,9,7,NULL
1022331,4/18/2012,10/16/2012,15,5,10/31/2012
1022517,8/26/2012,8/26/2013,15,7,NULL
1022524,6/12/2012,12/10/2012,16,4,NULL
1022550,1/13/2013,7/13/2013,11,7,4/17/2013
1022634,8/15/2012,8/15/2013,9,2,NULL
1022772,6/26/2012,12/24/2012,8,7,NULL
1022780,12/8/2011,12/7/2012,18,1,NULL
1022785,12/17/2012,6/16/2013,19,5,3/5/2013
1022850,5/5/2012,5/5/2013,16,4,8/29/2012
1022852,1/29/2013,7/29/2013,16,2,NULL
1022877,6/3/2012,6/3/2013,8,7,NULL
1022928,2/7/2012,2/6/2013,12,3,NULL
1022955,9/4/2012,3/4/2013,3,3,NULL
1022981,12/15/2011,12/14/2012,4,4,NULL
1023031,7/4/2012,7/4/2013,16,5,NULL
1023034,12/7/2012,6/6/2013,15,6,NULL
1023136,6/14/2012,6/14/2013,6,4,NULL
1023147,11/8/2012,5/8/2013,10,3,NULL
1023195,6/29/2012,12/27/2012,4,7,12/12/2012
1023358,1/31/2012,1/30/2013,5,2,NULL
1023386,10/9/2012,4/8/2013,16,2,NULL
1023419,9/13/2012,3/13/2013,14,6,11/19/2012
1023444,10/24/2011,10/23/2012,15,4,NULL
1023532,2/24/2013,8/24/2013,13,2,NULL
1023595,7/17/2012,7/17/2013,11,5,NULL
1023605,10/16/2011,10/15/2012,3,1,NULL
1023806,4/29/2012,10/27/2012,8,3,11/1/2012
1023916,9/12/2011,9/11/2012,19,1,NULL
1024028,11/12/2012,5/12/2013,18,3,NULL
1024046,3/20/2012,3/20/2013,10,6,NULL
1024105,2/15/2013,8/15/2013,11,2,NULL
1024144,3/6/2012,3/6/2013,17,7,NULL
1024197,7/24/2012,1/21/2013,17,4,NULL
1024280,1/17/2012,1/16/2013,10,7,NULL
1024281,8/17/2012,2/14/2013,16,2,NULL
1024315,9/4/2012,3/4/2013,16,4,NULL
1024328,6/9/2012,6/9/2013,8,6,NULL
1024444,10/17/2012,4/16/2013,18,3,NULL
1024641,6/2/2012,11/30/2012,18,6,NULL
1024653,10/16/2011,10/15/2012,12,1,NULL
1024674,5/4/2012,11/1/2012,9,7,NULL
1024687,3/8/2012,3/8/2013,14,4,NULL
1024736,3/12/2012,9/9/2012,7,2,NULL
1024845,3/31/2012,9/28/2012,3,3,NULL
1025011,6/20/2012,6/20/2013,16,4,NULL
1025080,6/26/2012,12/24/2012,17,2,11/8/2012
1025153,4/14/2012,10/12/2012,10,6,NULL
1025162,3/30/2012,9/27/2012,11,5,NULL
1025248,5/12/2012,11/9/2012,12,4,NULL
1025252,10/3/2011,10/2/2012,10,7,NULL
1025307,10/16/2011,10/15/2012,10,7,NULL
1025320,9/9/2011,9/8/2012,18,3,NULL
1025430,3/3/2012,3/3/2013,5,6,NULL
1025441,2/1/2012,1/31/2013,12,5,NULL
1025516,11/7/2012,5/7/2013,18,5,NULL
1025540,11/26/2012,5/26/2013,3,5,NULL
1025543,9/11/2012,3/11/2013,15,5,NULL
1025583,6/28/2012,6/28/2013,15,7,NULL
1025586,8/8/2012,2/5/2013,12,2,NULL
1025603,9/11/2011,9/10/2012,14,3,NULL
1025618,5/29/2012,5/29/2013,1,7,NULL
1025635,11/6/2012,5/6/2013,18,6,11/29/2012
1025640,5/25/2012,5/25/2013,20,4,NULL
1025667,10/17/2011,10/16/2012,17,2,NULL
1025727,2/12/2012,2/11/2013,7,7,NULL
1025740,7/30/2012,7/30/2013,4,3,NULL
1025745,2/24/2012,2/23/2013,10,7,NULL
1025832,2/27/2012,2/26/2013,20,2,NULL
1025946,9/18/2011,9/17/2012,9,4,NULL
1026008,5/17/2012,5/17/2013,13,3,NULL
1026025,4/7/2012,10/5/2012,3,6,NULL
1026124,11/23/2011,11/22/2012,2,6,NULL
1026128,10/25/2011,10/24/2012,3,1,NULL
1026194,3/15/2012,3/15/2013,4,2,NULL
1026244,10/15/2012,4/14/2013,8,1,NULL
1026254,4/29/2012,10/27/2012,19,5,NULL
1026280,8/4/2012,2/1/2013,16,6,NULL
1026326,2/10/2012,2/9/2013,17,1,NULL
1026369,11/24/2011,11/23/2012,18,3,NULL
1026388,10/3/2012,4/2/2013,14,1,NULL
1026492,10/1/2011,9/30/2012,8,2,NULL
1026505,6/21/2012,12/19/2012,14,3,NULL
1026603,6/1/2012,6/1/2013,11,5,NULL
1026606,5/11/2012,5/11/2013,6,2,NULL
1026616,6/17/2012,6/17/2013,6,7,11/30/2012
1026622,11/19/2012,5/19/2013,12,7,NULL
1026730,8/3/2012,8/3/2013,5,2,NULL
1026789,7/16/2012,1/13/2013,13,3,11/5/2012
1026822,3/26/2012,9/23/2012,17,7,10/31/2012
1026865,6/18/2012,12/16/2012,9,1,NULL
1026888,1/22/2012,1/21/2013,14,4,NULL
1026899,6/22/2012,12/20/2012,18,5,NULL
1026936,1/22/2012,1/21/2013,19,6,NULL
1026966,5/7/2012,5/7/2013,11,5,NULL
1026984,10/1/2011,9/30/2012,14,2,NULL
1027139,6/13/2012,6/13/2013,4,3,NULL
1027171,7/11/2012,1/8/2013,17,6,10/28/2012
1027210,1/6/2013,7/6/2013,5,5,NULL
1027218,9/18/2012,3/18/2013,17,5,NULL
1027351,12/2/2011,12/1/2012,18,2,NULL
1027363,3/14/2012,9/11/2012,11,7,NULL
1027401,3/16/2012,9/13/2012,14,5,NULL
1027446,12/13/2011,12/12/2012,12,7,NULL
1027503,8/13/2012,2/10/2013,11,5,NULL
1027571,1/29/2012,1/28/2013,9,6,NULL
1027679,10/25/2012,4/24/2013,8,2,NULL
1027686,4/18/2012,10/16/2012,11,4,NULL
1027838,5/24/2012,11/21/2012,18,5,NULL
1027886,2/6/2013,8/6/2013,18,7,NULL
1027896,6/6/2012,6/6/2013,13,1,NULL
1027905,10/26/2011,10/25/2012,6,3,NULL
1027921,2/4/2013,8/4/2013,17,1,NULL
1028039,11/13/2011,11/12/2012,18,2,NULL
1028073,10/26/2012,4/25/2013,13,3,NULL
1028135,4/23/2012,10/21/2012,13,3,NULL
1028188,2/14/2013,8/14/2013,12,3,NULL
1028267,5/13/2012,5/13/2013,20,4,NULL
1028270,5/25/2012,5/25/2013,8,2,NULL
1028305,3/16/2012,3/16/2013,6,6,NULL
1028308,11/14/2012,5/14/2013,11,3,NULL
1028311,5/21/2012,5/21/2013,8,4,NULL
1028329,2/4/2012,2/3/2013,15,2,NULL
1028333,11/28/2011,11/27/2012,16,5,NULL
1028404,9/21/2011,9/20/2012,6,7,NULL
1028406,10/7/2012,4/6/2013,17,4,NULL
1028415,1/11/2012,1/10/2013,10,1,NULL
1028456,12/23/2012,6/22/2013,7,5,NULL
1028530,12/1/2011,11/30/2012,9,2,NULL
1028563,3/29/2012,3/29/2013,2,5,NULL
1028644,7/16/2012,1/13/2013,11,7,NULL
1028660,8/16/2012,2/13/2013,14,2,12/14/2012
1028673,4/12/2012,10/10/2012,8,1,NULL
1028714,1/9/2013,7/9/2013,18,4,NULL
1028735,7/21/2012,7/21/2013,10,5,NULL
1028744,12/13/2011,12/12/2012,15,7,NULL
1028792,12/14/2011,12/13/2012,8,6,NULL
1028870,7/28/2012,1/25/2013,5,4,NULL
1028894,5/24/2012,11/21/2012,20,4,11/22/2012
1028905,4/17/2012,4/17/2013,10,4,NULL
1028991,5/27/2012,11/24/2012,11,3,NULL
1029015,8/19/2012,2/16/2013,11,6,NULL
1029053,5/22/2012,11/19/2012,19,7,NULL
1029084,6/24/2012,12/22/2012,16,3,NULL
1029190,1/13/2012,1/12/2013,8,1,11/29/2012
1029263,11/27/2012,5/27/2013,17,6,NULL
1029355,4/23/2012,10/21/2012,14,4,10/29/2012
1029404,5/6/2012,11/3/2012,5,3,NULL
1029425,10/7/2012,4/6/2013,20,1,NULL
1029460,11/7/2011,11/6/2012,6,6,NULL
1029481,6/2/2012,6/2/2013,7,4,NULL
1029511,11/17/2011,11/16/2012,2,5,NULL
1029551,7/7/2012,1/4/2013,6,5,NULL
1029632,7/9/2012,7/9/2013,9,1,NULL
1029653,4/23/2012,10/21/2012,9,5,11/12/2012
1029679,6/9/2012,12/7/2012,1,3,NULL
1029680,7/9/2012,1/6/2013,19,5,10/27/2012
1029832,12/16/2012,6/15/2013,6,1,NULL
1029936,5/20/2012,5/20/2013,11,2,NULL
1029969,6/23/2012,6/23/2013,12,3,NULL
1000103,6/2/2012,6/3/2013,14,7,NULL
1000115,8/10/2012,2/10/2013,14,4,NULL
1000436,8/16/2011,8/16/2012,9,1,NULL
1001369,8/5/2011,8/5/2012,16,1,NULL
1002132,9/4/2012,3/7/2013,15,2,NULL
1002903,2/17/2012,2/17/2013,16,7,NULL
1003102,3/2/2012,9/2/2012,14,2,NULL
1003703,6/26/2012,12/27/2012,14,5,NULL
1005707,2/9/2012,2/9/2013,4,6,NULL
1005899,9/25/2012,3/28/2013,15,7,NULL
1006000,10/15/2011,10/15/2012,10,7,NULL
1007174,4/20/2012,4/21/2013,3,1,NULL
1007865,12/15/2012,6/17/2013,7,7,NULL
1007899,3/1/2012,3/2/2013,4,5,NULL
1008540,4/10/2012,10/11/2012,20,3,NULL
1009371,12/30/2012,7/2/2013,11,1,NULL
1012838,11/3/2011,11/3/2012,12,1,9/5/2012
1013138,7/4/2012,7/5/2013,20,4,9/21/2012
1013276,5/16/2012,5/17/2013,4,2,NULL
1015294,10/22/2012,4/24/2013,9,5,NULL
1017848,4/3/2012,4/4/2013,7,7,NULL
1020241,12/15/2012,6/17/2013,11,5,NULL
1020914,9/17/2011,9/17/2012,3,5,NULL
1027191,8/27/2012,2/27/2013,12,1,NULL
1027448,7/6/2012,7/7/2013,19,6,NULL
1000034,7/22/2012,1/22/2013,14,2,10/28/2012
1000504,2/4/2012,2/4/2013,11,3,NULL
1000522,5/8/2012,5/9/2013,4,5,NULL
1000708,8/22/2012,2/22/2013,13,3,10/29/2012
1000849,10/24/2012,4/26/2013,16,4,NULL
1000893,9/24/2012,3/27/2013,18,7,NULL
1000929,3/11/2012,9/11/2012,2,2,11/3/2012
1001156,4/29/2012,4/30/2013,19,7,NULL
1001281,1/24/2012,1/24/2013,19,4,NULL
1002037,4/15/2012,10/16/2012,7,4,NULL
1002054,12/1/2011,12/1/2012,6,4,9/25/2012
1002058,9/22/2011,9/22/2012,7,4,NULL
1002822,8/21/2012,2/21/2013,15,4,NULL
1002953,12/6/2011,12/6/2012,15,3,NULL
1003280,8/11/2012,2/11/2013,1,2,NULL
1003283,10/9/2012,4/11/2013,11,5,NULL
1003697,10/15/2012,4/17/2013,3,2,NULL
1003932,5/5/2012,5/6/2013,3,6,NULL
1003940,6/19/2012,12/20/2012,19,2,NULL
1003989,6/18/2012,12/19/2012,13,2,NULL
1004112,8/6/2011,8/6/2012,9,3,NULL
1004226,4/1/2012,4/2/2013,7,1,NULL
1004275,11/13/2011,11/13/2012,10,1,NULL
1004284,9/17/2011,9/17/2012,13,5,NULL
1004405,7/13/2012,7/14/2013,16,2,NULL
1004638,9/7/2011,9/7/2012,2,5,NULL
1004699,6/14/2012,6/15/2013,6,7,NULL
1004854,3/9/2012,9/9/2012,3,5,10/5/2012
1005233,10/3/2012,4/5/2013,1,7,NULL
1005329,5/18/2012,11/18/2012,6,5,10/20/2012
1005429,6/11/2012,6/12/2013,17,4,NULL
1005456,3/9/2012,9/9/2012,7,5,NULL
1005539,6/22/2012,6/23/2013,18,1,NULL
1005824,10/26/2011,10/26/2012,18,2,NULL
1005897,4/8/2012,10/9/2012,17,7,NULL
1005928,2/20/2012,8/22/2012,6,6,11/7/2012
1005948,2/17/2012,2/17/2013,17,3,9/8/2012
1006014,8/1/2012,2/1/2013,19,5,10/30/2012
1006239,11/17/2011,11/17/2012,13,6,NULL
1006310,8/23/2011,8/23/2012,7,3,NULL
1006335,8/12/2012,2/12/2013,14,7,NULL
1006963,6/19/2012,12/20/2012,18,3,NULL
1006984,8/24/2012,2/24/2013,9,1,9/30/2012
1007071,10/2/2011,10/2/2012,8,6,NULL
1007108,6/24/2012,6/25/2013,12,3,NULL
1007122,5/9/2012,5/10/2013,7,1,NULL
1007773,10/30/2011,10/30/2012,4,2,NULL
1008283,1/31/2012,1/31/2013,17,2,NULL
1008329,2/14/2012,8/16/2012,13,7,NULL
1008499,9/23/2012,3/26/2013,8,5,NULL
1008556,6/11/2012,12/12/2012,19,4,NULL
1008566,9/12/2012,3/15/2013,12,5,NULL
1008791,10/18/2012,4/20/2013,7,2,NULL
1008826,2/8/2012,2/8/2013,4,2,NULL
1008904,10/4/2012,4/6/2013,7,7,12/12/2012
1009267,11/22/2012,5/25/2013,10,6,NULL
1009353,5/18/2012,11/18/2012,1,6,NULL
1009490,4/6/2012,10/7/2012,10,4,NULL
1009547,11/5/2011,11/5/2012,14,5,NULL
1009865,8/12/2012,2/12/2013,4,2,11/20/2012
1010212,2/10/2012,2/10/2013,17,2,NULL
1010257,9/7/2011,9/7/2012,7,5,NULL
1010488,6/16/2012,6/17/2013,19,3,NULL
1010976,3/14/2012,3/15/2013,6,4,NULL
1011125,9/8/2011,9/8/2012,7,2,NULL
1011173,8/10/2011,8/10/2012,4,5,NULL
1011185,8/6/2012,2/6/2013,14,5,11/21/2012
1011582,1/20/2013,7/23/2013,13,1,5/3/2013
1011656,8/21/2011,8/21/2012,10,5,NULL
1011670,1/17/2012,1/17/2013,13,1,7/16/2012
1011689,8/5/2011,8/5/2012,7,4,NULL
1011797,7/29/2012,7/30/2013,5,7,NULL
1011871,4/15/2012,10/16/2012,4,1,10/12/2012
1011940,6/14/2012,6/15/2013,1,7,NULL
1012322,1/11/2012,1/11/2013,17,6,NULL
1012557,12/12/2011,12/12/2012,13,6,NULL
1012642,11/20/2012,5/23/2013,3,7,2/7/2013
1012753,2/4/2012,8/6/2012,13,5,NULL
1012923,2/10/2012,2/10/2013,18,6,NULL
1013009,2/13/2012,2/13/2013,11,4,NULL
1013141,11/21/2012,5/24/2013,15,5,NULL
1013436,5/22/2012,11/22/2012,14,5,NULL
1013596,10/29/2011,10/29/2012,12,6,NULL
1014128,12/14/2011,12/14/2012,5,7,NULL
1014917,4/7/2012,4/8/2013,18,7,NULL
1015310,12/20/2011,12/20/2012,16,1,NULL
1015337,8/16/2011,8/16/2012,19,3,NULL
1015369,6/15/2012,12/16/2012,4,3,NULL
1015584,7/12/2012,7/13/2013,2,4,NULL
1015621,5/3/2012,11/3/2012,12,2,NULL
1015697,6/12/2012,12/13/2012,15,2,NULL
1016071,12/19/2012,6/21/2013,16,4,NULL
1016087,6/9/2012,12/10/2012,8,4,NULL
1016128,10/23/2011,10/23/2012,8,1,NULL
1016179,5/26/2012,11/26/2012,9,1,NULL
1016567,4/23/2012,10/24/2012,6,6,NULL
1016674,12/23/2012,6/25/2013,9,5,NULL
1016804,2/22/2012,2/22/2013,9,7,NULL
1016918,5/11/2012,11/11/2012,9,1,NULL
1017272,2/13/2012,8/15/2012,3,6,NULL
1017296,7/23/2012,7/24/2013,8,1,NULL
1017301,12/5/2012,6/7/2013,19,7,2/18/2013
1017479,11/2/2011,11/2/2012,12,4,NULL
1017511,10/31/2011,10/31/2012,4,4,NULL
1017817,9/14/2012,3/17/2013,9,3,NULL
1017828,1/15/2013,7/18/2013,20,4,5/12/2013
1018005,2/12/2012,2/12/2013,17,2,NULL
1018192,8/16/2011,8/16/2012,13,1,9/26/2012
1018498,3/26/2012,9/26/2012,1,1,NULL
1018660,4/29/2012,4/30/2013,5,7,NULL
1018685,3/8/2012,9/8/2012,12,6,NULL
1018776,7/4/2012,7/5/2013,20,6,NULL
1018812,11/24/2012,5/27/2013,9,2,NULL
1019674,6/21/2012,12/22/2012,4,4,NULL
1019857,4/11/2012,4/12/2013,15,7,NULL
1020157,11/5/2012,5/8/2013,5,5,NULL
1020619,8/7/2012,2/7/2013,3,7,NULL
1020779,5/15/2012,5/16/2013,7,6,NULL
1021102,5/24/2012,11/24/2012,20,3,NULL
1021197,4/30/2012,10/31/2012,2,5,NULL
1021679,5/6/2012,11/6/2012,9,6,NULL
1021681,4/14/2012,4/15/2013,2,2,NULL
1021839,7/18/2012,1/18/2013,11,1,NULL
1021971,3/28/2012,9/28/2012,4,5,10/12/2012
1022257,1/9/2013,7/12/2013,2,2,NULL
1022433,2/22/2012,8/24/2012,1,1,NULL
1022556,12/9/2012,6/11/2013,19,6,NULL
1022848,1/15/2013,7/18/2013,18,3,NULL
1022918,4/9/2012,10/10/2012,3,1,NULL
1023213,11/10/2012,5/13/2013,5,3,NULL
1023219,11/19/2012,5/22/2013,1,1,NULL
1023232,6/22/2012,6/23/2013,15,3,NULL
1023750,12/26/2012,6/28/2013,9,3,NULL
1023791,12/6/2012,6/8/2013,10,4,NULL
1023865,7/2/2012,1/2/2013,2,5,NULL
1023867,2/21/2012,2/21/2013,11,5,NULL
1024277,1/16/2012,1/16/2013,20,5,10/20/2012
1024278,2/27/2012,8/29/2012,10,7,NULL
1024411,1/2/2013,7/5/2013,15,5,NULL
1024648,10/15/2012,4/17/2013,14,4,NULL
1024665,10/21/2012,4/23/2013,20,7,NULL
1025407,8/13/2012,2/13/2013,19,4,NULL
1025423,10/17/2011,10/17/2012,15,3,NULL
1025521,6/26/2012,6/27/2013,8,7,NULL
1025833,6/2/2012,6/3/2013,2,2,NULL
1025896,3/8/2012,9/8/2012,14,4,11/1/2012
1026587,4/27/2012,4/28/2013,15,7,NULL
1026633,10/14/2012,4/16/2013,8,4,NULL
1026797,12/27/2012,6/29/2013,1,2,NULL
1026870,6/17/2012,12/18/2012,12,7,11/13/2012
1027044,6/23/2012,12/24/2012,13,6,NULL
1027145,12/23/2011,12/23/2012,18,3,NULL
1027165,3/19/2012,9/19/2012,14,5,NULL
1027181,3/7/2012,9/7/2012,9,5,NULL
1027392,7/3/2012,7/4/2013,1,5,NULL
1027488,2/11/2012,2/11/2013,2,5,NULL
1027534,12/11/2012,6/13/2013,6,7,3/25/2013
1027850,1/21/2012,1/21/2013,5,4,NULL
1027873,7/10/2012,1/10/2013,14,2,NULL
1027907,1/18/2012,1/18/2013,15,5,NULL
1027957,1/11/2013,7/14/2013,14,5,NULL
1028242,12/14/2012,6/16/2013,16,4,NULL
1028255,4/30/2012,10/31/2012,9,6,NULL
1028292,12/31/2011,12/31/2012,3,5,NULL
1028411,11/9/2012,5/12/2013,14,6,11/18/2012
1028463,8/20/2012,2/20/2013,3,5,NULL
1028542,7/12/2012,7/13/2013,14,3,NULL
1028918,7/22/2012,7/23/2013,15,6,9/10/2012
1029271,11/24/2011,11/24/2012,19,1,10/30/2012
1029431,6/21/2012,6/22/2013,1,6,NULL
1029446,1/12/2012,1/12/2013,12,2,9/29/2012
1029772,8/12/2012,2/12/2013,14,6,NULL
1000131,2/12/2012,2/12/2013,6,3,7/31/2012
1000286,9/22/2012,3/25/2013,14,4,NULL
1000376,12/4/2011,12/4/2012,5,5,NULL
1000387,5/12/2012,11/12/2012,18,1,NULL
1000397,10/4/2012,4/6/2013,2,7,NULL
1000517,11/5/2012,5/8/2013,8,3,NULL
1000553,7/19/2012,1/19/2013,11,4,NULL
1000779,10/14/2012,4/16/2013,2,2,NULL
1000908,12/27/2012,6/29/2013,11,2,4/10/2013
1000917,12/15/2011,12/15/2012,15,1,NULL
1001022,1/15/2012,1/15/2013,2,5,NULL
1001047,12/5/2011,12/5/2012,20,6,NULL
1001107,11/16/2011,11/16/2012,19,4,NULL
1001229,2/4/2012,2/4/2013,6,3,NULL
1001378,1/31/2012,1/31/2013,12,3,NULL
1001449,11/17/2012,5/20/2013,16,4,NULL
1001623,7/26/2012,7/27/2013,15,1,NULL
1001661,6/20/2012,6/21/2013,6,4,NULL
1001671,4/9/2012,4/10/2013,17,4,NULL
1001672,5/31/2012,6/1/2013,11,6,NULL
1001831,7/10/2012,7/11/2013,19,2,NULL
1001860,2/20/2012,8/22/2012,11,2,NULL
1001903,1/11/2012,1/11/2013,19,1,NULL
1001976,9/10/2011,9/10/2012,11,1,NULL
1002086,11/22/2011,11/22/2012,18,3,NULL
1002139,11/21/2011,11/21/2012,19,6,NULL
1002143,5/12/2012,11/12/2012,3,1,NULL
1002176,5/10/2012,5/11/2013,15,4,7/18/2012
1002183,4/16/2012,10/17/2012,2,5,NULL
1002276,11/8/2011,11/8/2012,10,7,NULL
1002313,3/24/2012,9/24/2012,5,6,NULL
1002461,1/7/2013,7/10/2013,4,3,4/17/2013
1002516,9/28/2011,9/28/2012,7,2,NULL
1002538,10/22/2012,4/24/2013,18,2,NULL
1002548,8/11/2012,2/11/2013,1,4,NULL
1002615,9/19/2012,3/22/2013,19,2,NULL
1002677,4/9/2012,4/10/2013,17,6,NULL
1002825,2/19/2012,8/21/2012,16,4,NULL
1002891,12/14/2012,6/16/2013,17,6,3/7/2013
1002918,5/28/2012,5/29/2013,15,3,NULL
1002933,10/21/2012,4/23/2013,19,1,NULL
1002949,4/13/2012,10/14/2012,17,6,NULL
1002962,5/14/2012,11/14/2012,4,6,NULL
1003111,7/1/2012,7/2/2013,19,5,NULL
1003122,1/7/2013,7/10/2013,11,1,NULL
1003174,8/11/2012,2/11/2013,19,3,10/21/2012
1003203,1/24/2013,7/27/2013,2,1,5/23/2013
1003239,6/6/2012,6/7/2013,9,4,NULL
1003336,5/7/2012,5/8/2013,19,3,NULL
1003337,2/26/2012,2/26/2013,6,5,NULL
1003364,7/13/2012,7/14/2013,9,7,NULL
1003377,7/28/2012,7/29/2013,20,4,NULL
1003402,1/8/2012,1/8/2013,4,3,NULL
1003423,4/26/2012,10/27/2012,10,5,NULL
1003436,10/3/2011,10/3/2012,14,2,NULL
1003444,5/7/2012,11/7/2012,13,1,NULL
1003462,12/8/2012,6/10/2013,20,1,NULL
1003508,2/13/2012,2/13/2013,19,6,NULL
1003516,11/13/2011,11/13/2012,6,4,NULL
1003526,9/16/2012,3/19/2013,7,7,11/23/2012
1003534,8/20/2011,8/20/2012,14,5,NULL
1003539,5/6/2012,11/6/2012,12,4,NULL
1003610,5/8/2012,5/9/2013,11,7,NULL
1003613,5/13/2012,5/14/2013,11,1,NULL
1003635,6/8/2012,6/9/2013,11,1,NULL
1003720,1/27/2013,7/30/2013,10,3,NULL
1003740,6/19/2012,6/20/2013,10,1,7/24/2012
1003749,2/17/2012,8/19/2012,4,1,11/21/2012
1003769,4/12/2012,4/13/2013,13,4,NULL
1003872,6/6/2012,12/7/2012,15,5,NULL
1003980,4/4/2012,10/5/2012,10,3,NULL
1004059,2/18/2012,2/18/2013,1,3,NULL
1004086,7/25/2012,1/25/2013,13,7,NULL
1004087,8/7/2011,8/7/2012,9,3,8/23/2012
1004125,2/29/2012,3/1/2013,12,5,NULL
1004300,11/3/2011,11/3/2012,6,5,NULL
1004315,10/9/2011,10/9/2012,14,2,NULL
1004469,3/1/2012,3/2/2013,8,7,NULL
1004580,6/30/2012,12/31/2012,18,6,NULL
1004595,2/4/2012,2/4/2013,7,2,NULL
1004609,4/20/2012,4/21/2013,11,1,NULL
1004630,8/18/2012,2/18/2013,19,6,NULL
1004655,3/6/2012,3/7/2013,8,5,NULL
1004659,6/12/2012,6/13/2013,2,7,NULL
1004751,9/16/2011,9/16/2012,16,2,NULL
1004775,12/5/2011,12/5/2012,14,3,NULL
1004858,8/20/2012,2/20/2013,2,1,NULL
1004871,11/4/2012,5/7/2013,6,4,NULL
1005018,2/8/2012,8/10/2012,2,3,NULL
1005040,9/13/2011,9/13/2012,5,5,7/27/2012
1005135,12/16/2011,12/16/2012,7,2,NULL
1005136,8/22/2011,8/22/2012,18,4,NULL
1005171,4/8/2012,4/9/2013,4,3,NULL
1005188,12/8/2012,6/10/2013,18,7,NULL
1005204,2/4/2012,2/4/2013,3,7,NULL
1005206,4/10/2012,10/11/2012,14,6,11/5/2012
