Record ID,Policy Number,Driver ID,Vehicle ID,Vehicle Model Year,Location ID,Premium
23955,1021566,24566,43,2008,272,252
23960,1021732,24732,82,2008,35,319
23964,1021936,24936,51,2008,521,167
23976,1022447,25447,26,2008,432,180
23994,1023112,26112,86,2008,264,376
24012,1023581,26581,66,2008,573,262
24017,1023997,26997,48,2008,510,428
24024,1024374,27374,78,2008,254,334
24057,1025591,28591,87,2008,275,360
24062,1025760,28760,68,2008,64,199
24065,1025953,28953,57,2008,180,173
24068,1026047,29047,79,2008,173,287
24069,1026066,29066,48,2008,249,209
24070,1026118,29118,51,2008,520,228
24072,1026182,29182,78,2008,333,245
24078,1026576,29576,75,2008,322,284
24084,1026986,29986,67,2008,539,256
24086,1027107,30107,55,2008,415,303
24088,1027201,30201,36,2008,309,215
24092,1027459,30459,72,2008,477,263
24107,1027985,30985,77,2008,520,250
24108,1027996,30996,81,2008,245,233
24150,1018169,21169,64,2008,479,279
24155,1023839,26839,61,2008,332,195
24162,1000586,3586,61,2008,310,310
24163,1000667,3667,53,2008,211,226
24167,1001835,4835,67,2008,220,219
24174,1004239,7239,80,2008,127,321
24183,1005773,8773,59,2008,18,253
24186,1005933,8933,64,2008,159,320
24197,1008131,11131,68,2008,466,262
24203,1008948,11948,69,2008,135,179
24231,1013225,16225,62,2008,598,165
24250,1016389,19389,51,2008,314,272
24273,1019383,22383,71,2008,537,245
24274,1019630,22630,51,2008,389,214
24293,1021975,24975,60,2008,588,187
24294,1021994,24994,74,2008,104,226
24304,1024368,27368,84,2008,208,297
24307,1025152,28152,55,2008,201,309
24310,1026018,29018,54,2008,524,276
24312,1026632,29632,70,2008,406,208
24313,1026660,29660,45,2008,303,214
24316,1027008,30008,59,2008,531,216
24326,1028827,31827,49,2008,344,164
24331,1029383,32383,41,2008,384,373
24332,1029423,32423,30,2008,372,220
24337,1000127,3127,29,2008,281,185
24346,1000601,3601,52,2008,225,268
24354,1001265,4265,22,2008,129,316
24364,1001757,4757,47,2008,266,197
24374,1002301,5301,16,2008,229,213
24385,1002691,5691,71,2008,546,398
24387,1002764,5764,4,2008,255,252
24407,1003864,6864,81,2008,238,381
24416,1004323,7323,56,2008,359,379
24422,1004480,7480,82,2008,525,240
24424,1004576,7576,65,2008,529,143
24428,1004746,7746,66,2008,64,204
24433,1004888,7888,65,2008,485,281
24442,1005300,8300,59,2008,460,265
24474,1006606,9606,74,2008,443,233
24476,1006669,9669,74,2008,580,318
24483,1007076,10076,72,2008,115,290
24506,1008176,11176,77,2008,391,306
24511,1008362,11362,44,2008,117,201
24518,1008475,11475,22,2008,1,254
24522,1008617,11617,30,2008,92,250
24523,1008704,11704,73,2008,325,179
24525,1008751,11751,50,2008,245,295
24557,1010241,13241,68,2008,390,218
24560,1010376,13376,73,2008,52,270
24573,1010982,13982,52,2008,62,296
24588,1012084,15084,43,2008,127,391
24591,1012162,15162,56,2008,464,260
24612,1013089,16089,3,2008,216,159
24618,1013412,16412,55,2008,103,268
24625,1013709,16709,68,2008,279,346
24626,1013752,16752,57,2008,28,292
24630,1013953,16953,61,2008,418,281
24644,1014339,17339,36,2008,386,299
24681,1015753,18753,1,2008,91,294
24687,1016258,19258,35,2008,276,331
24692,1016379,19379,83,2008,137,292
24729,1017747,20747,54,2008,307,298
24734,1017994,20994,33,2008,31,136
24736,1018130,21130,80,2008,86,246
24737,1018199,21199,55,2008,214,211
24762,1019743,22743,6,2008,234,293
24773,1020252,23252,58,2008,110,247
24774,1020262,23262,82,2008,53,238
24778,1020472,23472,45,2008,328,286
24799,1021617,24617,43,2008,252,227
24809,1021977,24977,51,2008,274,323
24826,1023035,26035,44,2008,301,226
24827,1023048,26048,60,2008,562,308
24834,1023548,26548,75,2008,284,309
24837,1023740,26740,63,2008,140,266
24840,1023817,26817,43,2008,279,159
24848,1024174,27174,61,2008,502,351
24855,1024787,27787,49,2008,196,217
24868,1025316,28316,80,2008,201,349
24891,1026907,29907,50,2008,115,394
24912,1027804,30804,45,2008,125,231
24926,1028523,31523,75,2008,307,211
24927,1028584,31584,81,2008,507,226
24932,1028683,31683,81,2008,429,377
24939,1029079,32079,48,2008,490,334
24952,1029758,32758,50,2008,280,251
24953,1029780,32780,62,2008,374,300
24973,1020250,23250,50,2008,108,188
24981,1000465,3465,86,2008,50,289
24983,1000823,3823,26,2008,411,284
25018,1007294,10294,28,2008,67,172
25028,1009732,12732,65,2008,454,212
25040,1011564,14564,24,2008,67,367
25041,1011904,14904,31,2008,273,216
25047,1012487,15487,33,2008,14,183
25048,1012529,15529,53,2008,360,286
25051,1013679,16679,16,2008,10,223
25053,1013947,16947,53,2008,354,277
25061,1015124,18124,69,2008,79,194
25062,1015164,18164,67,2008,135,257
25065,1015509,18509,33,2008,413,306
25069,1016111,19111,82,2008,317,233
25070,1017146,20146,78,2008,441,253
25087,1019607,22607,32,2008,363,256
25090,1019656,22656,28,2008,326,270
25126,1026023,29023,58,2008,29,249
25136,1027344,30344,17,2008,199,347
25153,1029516,32516,40,2008,28,317
25155,1029950,32950,28,2008,366,212
25174,1000936,3936,41,2008,298,279
25199,1001847,4847,81,2008,440,240
25215,1002196,5196,75,2008,462,181
25224,1002411,5411,6,2008,227,339
25233,1003042,6042,29,2008,314,245
25236,1003125,6125,82,2008,467,201
25245,1003506,6506,79,2008,575,205
25250,1003616,6616,10,2008,388,260
25256,1003961,6961,59,2008,332,281
25272,1004739,7739,85,2008,241,314
25273,1004742,7742,30,2008,195,282
25278,1004872,7872,53,2008,138,280
25289,1005308,8308,20,2008,4,165
25291,1005365,8365,32,2008,220,175
25297,1005584,8584,63,2008,477,250
25306,1005926,8926,81,2008,277,229
25314,1006241,9241,84,2008,123,307
25328,1006707,9707,43,2008,400,423
25336,1007016,10016,43,2008,311,306
25343,1007355,10355,42,2008,396,161
25349,1007563,10563,85,2008,272,351
25358,1008172,11172,67,2008,275,270
25366,1008884,11884,58,2008,45,143
25373,1009412,12412,43,2008,143,254
25377,1009580,12580,87,2008,195,291
25381,1009801,12801,16,2008,18,216
25382,1009861,12861,51,2008,533,303
25385,1010035,13035,63,2008,264,302
25394,1010504,13504,23,2008,187,220
25401,1010662,13662,46,2008,129,227
25407,1010747,13747,24,2008,309,261
25418,1011303,14303,41,2008,351,268
25424,1011595,14595,38,2008,118,293
25426,1011733,14733,19,2008,67,267
25432,1011922,14922,33,2008,117,198
25439,1012205,15205,53,2008,249,149
25457,1012984,15984,29,2008,77,377
25459,1013284,16284,17,2008,9,267
25462,1013396,16396,74,2008,483,343
25471,1013829,16829,77,2008,530,302
25508,1015371,18371,78,2008,178,285
25520,1016100,19100,63,2008,319,176
25536,1016856,19856,70,2008,271,271
25538,1017035,20035,5,2008,7,182
25552,1017575,20575,84,2008,150,354
25554,1017660,20660,53,2008,371,332
25565,1018318,21318,20,2008,234,192
25569,1018469,21469,62,2008,131,228
25586,1019620,22620,49,2008,576,272
25603,1020658,23658,58,2008,162,275
25614,1021096,24096,81,2008,224,366
25631,1022116,25116,26,2008,298,217
25644,1022642,25642,70,2008,96,204
25649,1022851,25851,67,2008,92,205
25650,1022964,25964,82,2008,535,145
25656,1023307,26307,33,2008,308,245
25667,1023853,26853,78,2008,241,413
25684,1024570,27570,15,2008,129,198
25690,1025122,28122,86,2008,297,241
25704,1026082,29082,40,2008,271,225
25729,1027481,30481,47,2008,207,174
25734,1027665,30665,75,2008,175,224
25740,1027911,30911,30,2008,12,176
25750,1028293,31293,85,2008,274,274
25766,1029010,32010,58,2008,401,313
25784,1029676,32676,28,2008,93,218
25788,1029944,32944,86,2008,240,240
25795,1011392,14392,56,2008,138,191
25817,1001017,4017,43,2008,8,289
25818,1001021,4021,31,2008,266,255
25845,1007275,10275,70,2008,338,293
25847,1007368,10368,62,2008,348,279
25848,1007496,10496,76,2008,56,222
25849,1007551,10551,66,2008,43,205
25871,1012800,15800,45,2008,274,227
25880,1013980,16980,67,2008,582,127
25882,1014805,17805,87,2008,272,317
25904,1018370,21370,61,2008,504,225
25908,1018545,21545,44,2008,92,184
25913,1019225,22225,56,2008,511,251
25918,1019633,22633,30,2008,326,258
25920,1020167,23167,60,2008,122,236
25931,1022277,25277,57,2008,471,184
25946,1024806,27806,87,2008,149,312
25956,1026752,29752,69,2008,552,173
25977,1000075,3075,58,2008,491,306
25982,1000330,3330,77,2008,147,290
26009,1001630,4630,33,2008,226,294
26010,1001644,4644,51,2008,352,236
26020,1002066,5066,21,2008,123,201
26035,1002759,5759,46,2008,31,375
26037,1002820,5820,30,2008,188,273
26048,1003276,6276,78,2008,296,316
26059,1003939,6939,49,2008,24,341
26076,1004640,7640,80,2008,573,232
26077,1004643,7643,69,2008,301,410
26080,1004838,7838,63,2008,595,303
26081,1004862,7862,62,2008,552,284
26082,1004916,7916,30,2008,48,221
26094,1006009,9009,44,2008,408,176
26113,1006693,9693,49,2008,197,199
26120,1006929,9929,39,2008,157,303
26142,1008006,11006,72,2008,521,191
26144,1008092,11092,44,2008,45,207
26147,1008300,11300,49,2008,399,230
26151,1008623,11623,62,2008,397,247
26156,1008788,11788,63,2008,19,378
26182,1009893,12893,82,2008,184,362
26184,1009919,12919,86,2008,13,345
26192,1010461,13461,68,2008,79,269
26196,1010631,13631,14,2008,3,247
26198,1010771,13771,74,2008,434,188
26233,1012343,15343,73,2008,366,347
26244,1012686,15686,70,2008,22,268
26257,1013320,16320,82,2008,52,252
26260,1013520,16520,66,2008,144,230
26261,1013763,16763,63,2008,462,261
26264,1013948,16948,76,2008,487,164
26272,1014212,17212,68,2008,286,180
26288,1015079,18079,77,2008,157,207
26293,1015136,18136,64,2008,436,261
26300,1015415,18415,11,2008,62,163
26301,1015445,18445,40,2008,210,186
26314,1016083,19083,56,2008,1,333
26315,1016095,19095,45,2008,59,230
26317,1016193,19193,82,2008,555,285
26330,1016582,19582,62,2008,437,209
26341,1017250,20250,4,2008,29,203
26384,1018806,21806,83,2008,240,293
26393,1019126,22126,77,2008,483,216
26408,1019758,22758,58,2008,63,298
26415,1020039,23039,82,2008,441,167
26419,1020146,23146,62,2008,4,331
26463,1022737,25737,76,2008,28,250
26466,1022901,25901,58,2008,271,245
26473,1023308,26308,49,2008,232,159
26480,1023772,26772,54,2008,40,384
26487,1024001,27001,25,2008,351,326
26490,1024107,27107,2,2008,354,290
26509,1024831,27831,50,2008,469,248
26512,1025062,28062,53,2008,478,234
26525,1025864,28864,76,2008,553,166
26534,1026237,29237,78,2008,385,212
26554,1026943,29943,12,2008,99,211
26556,1026988,29988,86,2008,307,400
26565,1027601,30601,55,2008,588,270
26573,1028089,31089,38,2008,282,203
26574,1028219,31219,78,2008,343,247
26602,1029556,32556,56,2008,464,281
26611,1029910,32910,47,2008,179,233
26617,1002775,5775,69,2008,391,278
26627,1011514,14514,54,2008,101,261
26645,1000435,3435,28,2008,128,309
26646,1000519,3519,66,2008,451,313
26648,1000697,3697,65,2008,67,355
26653,1000954,3954,65,2008,254,174
26690,1009030,12030,47,2008,259,318
26697,1009867,12867,42,2008,112,159
26709,1011248,14248,71,2008,120,167
26713,1012772,15772,67,2008,270,199
26728,1015847,18847,75,2008,588,193
26737,1017155,20155,53,2008,54,372
26738,1017373,20373,82,2008,485,258
26747,1018631,21631,45,2008,77,221
26749,1018759,21759,48,2008,363,199
26762,1022088,25088,69,2008,351,293
26767,1023117,26117,40,2008,11,264
26776,1024385,27385,84,2008,415,216
26781,1025360,28360,54,2008,528,278
26787,1026409,29409,77,2008,542,250
26788,1026531,29531,78,2008,110,247
26794,1026987,29987,48,2008,286,314
26813,1000175,3175,31,2008,393,301
26824,1000709,3709,50,2008,474,270
26837,1001007,4007,67,2008,308,331
26847,1001708,4708,38,2008,16,191
26868,1003070,6070,34,2008,212,211
26876,1003431,6431,69,2008,8,309
26888,1004062,7062,75,2008,600,273
26889,1004064,7064,81,2008,358,340
26894,1004216,7216,51,2008,126,261
26911,1005053,8053,53,2008,253,258
26927,1006128,9128,87,2008,1,263
26931,1006309,9309,75,2008,316,270
26932,1006349,9349,16,2008,262,209
26933,1006369,9369,49,2008,457,276
26948,1006946,9946,51,2008,517,204
26949,1007022,10022,21,2008,151,192
26964,1007585,10585,74,2008,345,196
26987,1008923,11923,7,2008,136,205
26996,1009231,12231,69,2008,384,253
27006,1010052,13052,85,2008,128,424
27013,1010230,13230,20,2008,293,159
27019,1010561,13561,44,2008,407,250
27047,1011973,14973,49,2008,400,270
27056,1012669,15669,45,2008,27,210
27064,1013214,16214,81,2008,455,224
27069,1013382,16382,62,2008,280,322
27080,1014014,17014,76,2008,67,271
27101,1015319,18319,75,2008,112,286
27103,1015498,18498,80,2008,111,255
27113,1015903,18903,55,2008,331,163
27114,1015938,18938,19,2008,127,158
27116,1015982,18982,60,2008,167,278
27118,1016070,19070,41,2008,100,182
27129,1016667,19667,76,2008,246,217
27143,1017403,20403,78,2008,426,226
27145,1017497,20497,60,2008,445,181
27147,1017579,20579,69,2008,187,306
27186,1020072,23072,73,2008,368,290
27197,1020705,23705,21,2008,232,286
27198,1020776,23776,66,2008,278,276
27204,1021074,24074,25,2008,17,320
27219,1022011,25011,50,2008,162,144
27226,1022294,25294,71,2008,96,218
27235,1022866,25866,70,2008,498,231
27245,1023347,26347,32,2008,52,156
27246,1023396,26396,49,2008,291,175
27282,1025134,28134,42,2008,141,127
27292,1025555,28555,10,2008,70,246
27296,1025699,28699,67,2008,490,175
27313,1026212,29212,72,2008,560,270
27314,1026227,29227,72,2008,593,225
27316,1026282,29282,75,2008,258,305
27321,1026340,29340,4,2008,101,258
27323,1026438,29438,57,2008,558,192
27336,1027125,30125,73,2008,440,298
27339,1027212,30212,73,2008,574,267
27360,1027933,30933,71,2008,514,222
27370,1029026,32026,68,2008,63,230
27376,1029189,32189,38,2008,142,189
27380,1029340,32340,74,2008,153,171
27390,1029718,32718,59,2008,435,346
27396,1029948,32948,46,2008,116,248
27401,1008130,11130,45,2008,47,300
27404,1028697,31697,69,2008,44,251
27411,1001412,4412,57,2008,118,186
27441,1011485,14485,21,2008,202,237
27451,1013452,16452,43,2008,373,169
27468,1018684,21684,45,2008,27,283
27473,1020463,23463,64,2008,453,236
27483,1022595,25595,85,2008,370,213
27494,1025935,28935,70,2008,487,227
27499,1026529,29529,58,2008,270,173
27501,1026591,29591,61,2008,73,246
27510,1028729,31729,32,2008,13,200
27518,1000135,3135,76,2008,532,232
27523,1000255,3255,55,2008,174,218
27532,1001317,4317,82,2008,289,347
27541,1002078,5078,38,2008,184,197
27551,1003105,6105,42,2008,231,188
27572,1005015,8015,53,2008,490,309
27576,1005513,8513,75,2008,148,255
27584,1006052,9052,58,2008,536,365
27587,1006131,9131,59,2008,44,140
27594,1006696,9696,81,2008,23,297
27608,1008459,11459,76,2008,249,209
27622,1009967,12967,84,2008,263,331
27627,1010330,13330,2,2008,426,343
27635,1010978,13978,59,2008,445,195
27639,1011368,14368,77,2008,29,282
27640,1011398,14398,58,2008,209,358
27670,1013120,16120,35,2008,231,210
27671,1013238,16238,64,2008,248,185
27674,1013619,16619,77,2008,462,362
27695,1015511,18511,85,2008,190,358
27697,1015629,18629,35,2008,171,166
27705,1016575,19575,63,2008,445,342
27715,1017170,20170,62,2008,82,146
27724,1018006,21006,49,2008,133,276
27726,1018223,21223,64,2008,300,257
27747,1020026,23026,55,2008,189,273
27758,1021248,24248,83,2008,47,106
27764,1021607,24607,84,2008,414,234
27787,1023251,26251,38,2008,138,172
27801,1024143,27143,22,2008,116,255
27805,1024710,27710,84,2008,8,353
27809,1025112,28112,52,2008,158,269
27837,1027078,30078,38,2008,110,205
27843,1028014,31014,2,2008,166,152
27845,1028346,31346,62,2008,484,382
27849,1028655,31655,87,2008,262,331
27851,1028819,31819,59,2008,20,205
27857,1029297,32297,55,2008,69,293
27870,1008265,11265,43,2008,394,278
27890,1007812,10812,64,2008,11,243
27901,1011484,14484,56,2008,516,274
27902,1011996,14996,87,2008,22,356
27915,1017164,20164,61,2008,300,264
27922,1018517,21517,59,2008,117,264
27929,1020056,23056,64,2008,37,126
27943,1023628,26628,60,2008,9,160
27946,1025527,28527,48,2008,389,319
27947,1025597,28597,61,2008,46,414
27948,1025999,28999,72,2008,191,226
27958,1000408,3408,77,2008,239,346
27959,1000467,3467,77,2008,92,259
27961,1000703,3703,8,2008,301,325
27969,1001637,4637,86,2008,31,319
27973,1001912,4912,6,2008,52,140
28021,1006580,9580,36,2008,41,319
28031,1007491,10491,60,2008,170,220
28032,1007573,10573,57,2008,347,164
28044,1008501,11501,16,2008,352,197
28051,1008814,11814,10,2008,191,309
28056,1009655,12655,43,2008,278,280
28077,1011141,14141,2,2008,423,219
28103,1013244,16244,84,2008,5,257
28113,1014368,17368,29,2008,127,222
28116,1014655,17655,35,2008,249,321
28126,1015316,18316,45,2008,323,270
28132,1015849,18849,79,2008,439,366
28139,1016815,19815,81,2008,7,354
28141,1017066,20066,73,2008,462,212
28145,1017843,20843,42,2008,173,235
28147,1017960,20960,80,2008,439,194
28161,1019413,22413,45,2008,54,234
28168,1019959,22959,86,2008,84,247
28174,1020780,23780,83,2008,47,287
28190,1022752,25752,72,2008,442,354
28194,1022965,25965,46,2008,178,474
28202,1023470,26470,72,2008,310,252
28204,1023611,26611,82,2008,547,369
28216,1024770,27770,45,2008,122,186
28243,1026980,29980,65,2008,113,190
28246,1027224,30224,58,2008,208,186
28279,1002480,5480,57,2008,454,227
28294,1006701,9701,70,2008,542,261
28304,1010292,13292,73,2008,462,235
28307,1011197,14197,69,2008,381,208
28320,1014405,17405,59,2008,456,183
28322,1015350,18350,60,2008,350,326
28348,1027025,30025,34,2008,66,143
28365,1000610,3610,64,2008,73,287
28370,1000918,3918,61,2008,306,257
28371,1001042,4042,66,2008,125,221
28391,1002866,5866,45,2008,20,273
28394,1003098,6098,56,2008,209,283
28397,1003193,6193,26,2008,90,286
28430,1005975,8975,78,2008,358,275
28437,1006280,9280,48,2008,87,222
28439,1006380,9380,32,2008,286,243
28445,1007051,10051,84,2008,148,237
28448,1007528,10528,50,2008,176,284
28451,1007680,10680,13,2008,59,211
28452,1007801,10801,35,2008,308,218
28454,1007826,10826,40,2008,409,231
28455,1007861,10861,55,2008,41,208
28469,1008707,11707,87,2008,169,324
28482,1009650,12650,53,2008,581,177
28497,1012129,15129,20,2008,182,201
28518,1013304,16304,55,2008,105,189
28522,1013637,16637,37,2008,176,192
28545,1015315,18315,33,2008,131,248
28556,1016907,19907,71,2008,64,243
28565,1017791,20791,50,2008,472,230
28568,1017993,20993,40,2008,44,177
28577,1019419,22419,72,2008,453,148
28610,1021634,24634,64,2008,27,309
28627,1023363,26363,82,2008,158,221
28642,1024950,27950,63,2008,142,201
28663,1027672,30672,44,2008,44,188
28665,1027817,30817,66,2008,187,242
28680,1028716,31716,63,2008,326,142
28702,1029502,32502,83,2008,258,353
28704,1000396,3396,50,2008,367,357
28705,1000846,3846,53,2008,453,170
28714,1003164,6164,37,2008,241,245
28720,1004311,7311,51,2008,595,214
28725,1005088,8088,32,2008,70,277
28728,1005992,8992,59,2008,585,299
28733,1006624,9624,33,2008,363,268
28748,1010937,13937,58,2008,510,323
28757,1012469,15469,87,2008,133,313
28760,1013762,16762,75,2008,472,276
28764,1015203,18203,3,2008,105,271
28772,1017263,20263,79,2008,383,178
28775,1018208,21208,76,2008,580,202
28780,1021620,24620,80,2008,15,332
28781,1021642,24642,72,2008,502,265
28784,1022557,25557,33,2008,345,311
28787,1022706,25706,84,2008,95,248
28795,1025943,28943,70,2008,420,262
28798,1026069,29069,18,2008,313,154
28810,1029863,32863,31,2008,1,207
28818,1000771,3771,51,2008,467,252
28824,1001295,4295,82,2008,45,288
28832,1001814,4814,80,2008,296,327
28839,1002383,5383,63,2008,274,316
28843,1002578,5578,39,2008,433,206
28855,1004314,7314,55,2008,214,311
28858,1004476,7476,32,2008,334,253
28869,1005090,8090,86,2008,358,340
28879,1005782,8782,64,2008,1,319
28880,1005794,8794,59,2008,26,186
28883,1005947,8947,32,2008,311,295
28892,1006330,9330,17,2008,356,348
28901,1007068,10068,37,2008,95,240
28912,1008177,11177,79,2008,285,266
28919,1008580,11580,66,2008,479,199
28929,1009322,12322,56,2008,79,290
28930,1009332,12332,70,2008,29,239
28945,1010323,13323,79,2008,158,190
28964,1011819,14819,33,2008,117,245
28970,1012008,15008,38,2008,346,195
28971,1012111,15111,48,2008,305,267
28977,1013003,16003,76,2008,421,238
28978,1013025,16025,68,2008,383,263
28980,1013560,16560,2,2008,351,275
28983,1013716,16716,42,2008,252,191
28986,1014040,17040,53,2008,413,209
28987,1014042,17042,75,2008,566,402
28995,1014760,17760,55,2008,582,313
29016,1016964,19964,20,2008,122,251
29020,1017445,20445,65,2008,276,311
29021,1017462,20462,80,2008,146,245
29024,1017617,20617,58,2008,276,249
29037,1018666,21666,8,2008,431,302
29042,1019154,22154,65,2008,289,296
29050,1019937,22937,82,2008,366,156
29055,1020182,23182,61,2008,201,230
29058,1020694,23694,69,2008,566,177
29063,1021382,24382,19,2008,33,221
29082,1023071,26071,67,2008,250,229
29088,1023961,26961,39,2008,358,232
29096,1024396,27396,48,2008,353,162
29097,1024403,27403,14,2008,82,356
29114,1025264,28264,49,2008,549,389
29117,1025688,28688,48,2008,60,257
29118,1025828,28828,65,2008,443,249
29121,1026174,29174,2,2008,172,261
29123,1026473,29473,74,2008,169,149
29134,1027307,30307,83,2008,111,208
29138,1027364,30364,52,2008,341,225
29144,1027932,30932,64,2008,503,223
29145,1027949,30949,35,2008,18,248
29171,1029940,32940,39,2008,307,416
29184,1001352,4352,33,2008,237,209
29191,1006218,9218,63,2008,476,146
29222,1017661,20661,67,2008,406,320
29240,1024815,27815,20,2008,129,166
29245,1025982,28982,58,2008,335,210
29253,1029016,32016,44,2008,130,236
29266,1000984,3984,43,2008,29,365
29271,1001646,4646,32,2008,309,222
29277,1001915,4915,79,2008,494,341
29278,1002211,5211,17,2008,319,275
29281,1002304,5304,43,2008,14,343
29299,1003350,6350,80,2008,475,244
29303,1003674,6674,81,2008,269,469
29304,1003777,6777,23,2008,51,270
29322,1005592,8592,73,2008,307,263
29331,1006418,9418,8,2008,9,244
29344,1007711,10711,48,2008,426,211
29350,1008382,11382,40,2008,308,271
29359,1009085,12085,73,2008,156,324
29368,1009850,12850,4,2008,128,160
29371,1009995,12995,51,2008,151,216
29376,1010584,13584,87,2008,63,302
29417,1014913,17913,80,2008,3,306
29421,1015485,18485,35,2008,327,262
29422,1015845,18845,49,2008,131,341
29444,1018261,21261,58,2008,75,191
29462,1019828,22828,79,2008,367,220
29469,1021104,24104,68,2008,179,201
29472,1021289,24289,47,2008,125,265
29499,1024638,27638,7,2008,154,223
29506,1025355,28355,77,2008,336,145
29510,1025834,28834,57,2008,517,191
29523,1026935,29935,87,2008,343,334
29542,1028543,31543,43,2008,417,224
29584,1004601,7601,50,2008,203,242
29590,1008780,11780,67,2008,281,237
29595,1009589,12589,48,2008,145,283
29596,1009779,12779,20,2008,320,368
29605,1012580,15580,66,2008,588,273
29612,1015213,18213,74,2008,44,241
29630,1018200,21200,57,2008,31,267
29651,1024303,27303,54,2008,273,321
29655,1025746,28746,47,2008,314,333
29666,1029565,32565,76,2008,594,188
29669,1000032,3032,69,2008,537,171
29698,1002671,5671,67,2008,33,411
29731,1006099,9099,52,2008,558,194
29741,1006835,9835,67,2008,590,340
29747,1007117,10117,52,2008,582,314
29749,1007164,10164,50,2008,409,269
29753,1007846,10846,72,2008,135,218
29759,1008538,11538,53,2008,377,270
29761,1008918,11918,57,2008,321,290
29762,1009058,12058,41,2008,73,151
29767,1009387,12387,58,2008,314,262
29787,1011201,14201,50,2008,442,249
29795,1011771,14771,80,2008,570,202
29797,1012002,15002,33,2008,246,212
29800,1012071,15071,63,2008,290,284
29816,1013586,16586,57,2008,6,201
29820,1014055,17055,67,2008,519,246
29827,1014566,17566,79,2008,498,270
29829,1014695,17695,53,2008,312,227
29830,1014756,17756,14,2008,169,174
29834,1015256,18256,50,2008,466,319
29865,1018548,21548,39,2008,438,179
29895,1021419,24419,48,2008,283,189
29939,1024376,27376,33,2008,360,199
29944,1024742,27742,71,2008,515,198
29962,1026076,29076,80,2008,576,438
29963,1026167,29167,30,2008,95,236
29976,1027635,30635,68,2008,497,232
29978,1027755,30755,66,2008,577,156
29982,1028317,31317,73,2008,135,186
30008,1022890,2215906,49,2008,135,216
30012,1000500,47521,40,2008,64,305
30021,1007130,118310,84,2008,108,245
30028,1012017,2215780,44,2008,149,174
30029,1013326,141379,78,2008,489,199
30053,1024740,121744,29,2008,298,235
30072,1000723,129088,72,2008,152,361
30075,1001983,2218067,47,2008,152,207
30086,1004472,2217643,67,2008,64,251
30090,1005654,124260,70,2008,556,230
30091,1005820,2220600,35,2008,144,288
30111,1012717,46780,71,2008,176,252
30118,1014218,48090,63,2008,226,252
30149,1023431,2217240,14,2008,314,233
30159,1026026,2220268,25,2008,41,375
30186,1011701,47237,37,2008,190,207
30218,1029432,2215642,68,2008,519,232
30224,1001944,2218068,67,2008,233,309
30227,1002731,2218547,42,2008,425,250
30242,1007259,142875,64,2008,105,285
30252,1010014,2217266,76,2008,176,280
30260,1012776,48958,56,2008,561,299
30263,1013061,2219954,7,2008,262,340
30277,1016420,49485,80,2008,169,247
30280,1016830,2217944,81,2008,236,226
30284,1018133,47157,86,2008,427,238
30289,1019716,140988,66,2008,567,257
30297,1021885,2218579,66,2008,599,150
30308,1024320,2216742,81,2008,41,294
30324,1029021,46806,74,2008,81,376
30326,1000285,2217301,59,2008,491,192
30332,1013042,2220729,86,2008,231,259
30352,1005326,2217051,48,2008,319,289
30359,1010373,2219444,82,2008,392,198
30375,1017677,49561,66,2008,49,257
30394,1001027,2217557,58,2008,456,281
30403,1004341,2220362,77,2008,466,236
30418,1007620,125722,55,2008,494,198
30420,1008596,47572,38,2008,59,374
30421,1008852,2218214,41,2008,338,192
30423,1009110,2216700,87,2008,56,369
30428,1010242,49319,55,2008,544,382
30429,1011609,2219648,28,2008,97,217
30444,1015975,47680,47,2008,272,286
30448,1017169,2216946,51,2008,161,287
30457,1019960,49477,49,2008,37,231
30473,1024989,2218491,56,2008,187,176
30476,1025350,143470,41,2008,191,129
30496,1015597,2220312,24,2008,282,265
30520,1016096,2216766,39,2008,347,274
30525,1017888,2219585,62,2008,394,283
30530,1022019,2216933,57,2008,303,248
30558,1003497,2218992,63,2008,596,249
30566,1005442,48884,72,2008,87,273
30567,1006324,2216292,66,2008,283,344
30576,1009308,2216963,52,2008,589,265
30581,1010848,2219653,31,2008,62,296
30588,1012560,46267,32,2008,306,205
30595,1015298,49402,39,2008,72,151
30623,1027243,47200,24,2008,284,169
30638,1017640,45881,56,2008,593,180
30642,1000743,45776,61,2008,438,335
30644,1002407,128901,66,2008,492,182
30661,1007390,2217542,60,2008,441,215
30662,1008355,47694,48,2008,157,289
30672,1013144,46779,20,2008,292,216
30675,1014947,2215426,79,2008,241,247
30678,1016831,141158,45,2008,265,326
30684,1020305,45732,69,2008,440,322
30692,1025081,2220520,55,2008,532,185
30696,1026515,2215555,64,2008,130,212
30707,1003325,48892,35,2008,170,243
30717,1005628,2218460,75,2008,27,227
30729,1008213,46857,73,2008,303,192
30732,1009684,2216529,80,2008,514,318
30741,1013088,49309,5,2008,198,216
30758,1018555,2218431,47,2008,181,205
30769,1021882,2218012,77,2008,300,212
30770,1022450,48836,43,2008,292,206
30784,1025758,123342,73,2008,475,267
30796,1029392,2220010,77,2008,29,304
30797,1029568,118667,30,2008,141,261
30800,1009366,45385,83,2008,78,280
30811,1003488,48891,18,2008,233,223
30816,1005945,2217902,66,2008,325,243
30830,1016887,49641,77,2008,317,172
30834,1020017,120452,17,2008,72,277
30836,1021286,2218914,82,2008,264,194
30847,1000250,2217735,80,2008,323,381
