Claim ID,Policy ID,Claimant Id,Vehicle ID,Claim Amount,Claim Description
914,1004939,7939,46,4200,Third Party Car Insurance Claims
941,1021259,24259,46,4200,Third Party Car Insurance Claims
955,1009697,12697,57,4200,Third Party Car Insurance Claims
1312,1006290,2217462,56,4200,Bodily Injury Claims
49,1024656,2218644,59,4180,Third Party Car Insurance Claims
78,1021735,24735,59,4180,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
178,1004533,47581,21,4180,Property Damage Claims
1326,1024906,2216155,56,4550,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
556,1026199,29199,49,4160,Third Party Car Insurance Claims
1018,1022636,25636,49,4160,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
13,1016013,2219168,26,4140,Reimbursement for Property Repairs
497,1008579,11579,26,4140,Bodily Injury Claims
1292,1024816,27816,44,25810,Loss of Value to Vehicle
891,1013769,16769,29,4140,Bodily Injury Claims
1173,1021011,49113,71,4140,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1242,1011588,14588,26,4140,Injury by Uninsured or Underinsured Defendant
1261,1028784,31784,71,4140,Third Party Car Insurance Claims
1335,1022447,25447,26,4140,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1220,1024816,27816,44,24360,Loss of Value to Vehicle
462,1026237,29237,78,4130,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
857,1026551,29551,54,4420,Third Party Car Insurance Claims
118,1014584,17584,32,4080,Third Party Car Insurance Claims
227,1008727,11727,55,4080,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
428,1003844,6844,32,4080,Personal Injury
489,1017406,20406,55,4080,Third Party Car Insurance Claims
880,1016861,19861,55,4080,Third Party Car Insurance Claims
909,1020502,23502,30,4080,Reimbursement for Property Repairs
1272,1006484,9484,32,4080,Bodily Injury Claims
167,1019839,22839,42,4060,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
479,1011735,14735,43,4060,Third Party Car Insurance Claims
642,1003545,47955,43,4060,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
67,1019211,22211,15,4200,Personal Injury
956,1025060,28060,72,3290,Bodily Injury Claims
542,1028537,123172,69,4050,Third Party Car Insurance Claims
305,1017939,20939,63,4000,Third Party Car Insurance Claims
343,1027921,30921,75,4000,Bodily Injury Claims
760,1021592,24592,33,4000,Third Party Car Insurance Claims
1093,1012343,15343,63,4000,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
737,1027291,30291,41,3990,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
41,1023932,26932,25,3960,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
223,1003863,6863,51,3960,Third Party Car Insurance Claims
483,1009951,12951,23,3960,Third Party Car Insurance Claims
741,1006940,9940,21,3960,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
961,1021705,24705,21,3960,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
971,1025190,28190,81,35200,Personal Injury
1192,1029056,32056,51,3960,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
38,1022529,25529,74,3920,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
395,1003156,6156,37,3920,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
410,1026232,29232,38,3920,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
706,1014924,17924,37,3920,Bodily Injury Claims
859,1005505,8505,39,3920,Bodily Injury Claims
1254,1023570,26570,39,3920,Third Party Car Insurance Claims
1306,1023570,26570,39,3920,Third Party Car Insurance Claims
7,1009123,12123,9,3910,Property Damage Claims
157,1002455,5455,27,3910,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
824,1021447,24447,28,3910,Bodily Injury Claims
240,1024727,27727,2,3900,Injury by Uninsured or Underinsured Defendant
702,1015326,18326,62,3900,Third Party Car Insurance Claims
762,1022818,25818,46,3900,Third Party Car Insurance Claims
439,1014219,17219,61,3890,Bodily Injury Claims
306,1024737,27737,60,3860,Bodily Injury Claims
488,1004363,7363,78,4130,Third Party Car Insurance Claims
1,1025498,28498,78,4130,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1139,1025001,28001,58,3850,Third Party Car Insurance Claims
312,1028031,2216563,30,3840,Bodily Injury Claims
787,1025523,28523,30,3840,Bodily Injury Claims
1087,1003442,6442,48,3840,Third Party Car Insurance Claims
79,1001452,4452,59,3800,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
969,1025597,28597,61,11670,Personal Injury
656,1025659,28659,83,83000,Loss of Value to Vehicle
76,1012574,15574,35,3780,Third Party Car Insurance Claims
132,1017611,20611,20,3780,Bodily Injury Claims
1117,1025889,28889,28,24380,Loss of Value to Vehicle
639,1002125,5125,19,3780,Reimbursement for Property Repairs
1342,1001621,4621,19,3780,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
413,1007711,10711,45,3770,Third Party Car Insurance Claims
678,1009004,12004,43,3770,Third Party Car Insurance Claims
902,1010464,2218453,43,3770,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1234,1020318,23318,45,3770,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
207,1020892,23892,73,3760,Third Party Car Insurance Claims
230,1012076,46909,53,3740,Third Party Car Insurance Claims
562,1009445,48455,55,3740,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
657,1024965,27965,55,3740,Third Party Car Insurance Claims
688,1021547,24547,24,3740,Property Damage Claims
826,1008397,11397,23,3740,Bodily Injury Claims
1167,1025967,28967,40,2240,Third Party Car Insurance Claims
1180,1017792,20792,9,3740,Personal Injury
1239,1024041,27041,54,3740,Bodily Injury Claims
418,1007980,2219843,52,3729,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1121,1011376,14376,52,3729,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1025,1018896,21896,34,3724,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
264,1022447,25447,26,3680,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
394,1020148,23148,28,3680,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
578,1003124,6124,71,3680,Third Party Car Insurance Claims
1010,1000729,3729,71,3680,Bodily Injury Claims
50,1027549,30549,39,3640,Third Party Car Insurance Claims
247,1006890,9890,38,3640,Third Party Car Insurance Claims
614,1019841,2215841,76,3640,Bodily Injury Claims
695,1015523,18523,37,3640,Third Party Car Insurance Claims
101,1028108,31108,46,3600,Bodily Injury Claims
142,1006485,9485,70,3600,Bodily Injury Claims
69,1026302,29302,65,10320,Property Damage Claims
182,1017026,20026,30,3600,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
236,1021754,24754,16,3600,Bodily Injury Claims
355,1027467,30467,15,3600,Reimbursement for Property Repairs
469,1005563,8563,12,3600,Personal Injury
832,1026303,29303,39,6720,Property Damage Claims
527,1026340,29340,4,1440,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1208,1022295,25295,59,3800,Bodily Injury Claims
1231,1011714,14714,32,3600,Personal Injury
323,1011923,14923,9,3570,Reimbursement for Property Repairs
362,1019797,22797,10,3570,Property Damage Claims
680,1001621,4621,19,3570,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
743,1013154,16154,20,3570,Property Damage Claims
750,1020266,23266,19,3570,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
685,1026460,29460,45,3190,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
838,1014587,47881,78,3540,Bodily Injury Claims
11,1005257,2218136,22,3520,Third Party Car Insurance Claims
117,1002477,5477,50,3520,Third Party Car Insurance Claims
538,1012616,15616,68,3520,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
810,1010949,13949,23,3520,Personal Injury
985,1026494,29494,26,29670,Loss of Value to Vehicle
1291,1014290,17290,4,3520,Reimbursement for Property Repairs
176,1003206,6206,63,3600,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
617,1023775,26775,33,3500,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
793,1002981,5981,56,3500,Bodily Injury Claims
1166,1006290,2217462,56,3500,Bodily Injury Claims
310,1025081,2220520,42,3480,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
370,1012258,15258,43,3480,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
792,1014786,17786,45,3480,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
801,1019945,47214,60,3474,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
138,1011333,14333,34,3458,Third Party Car Insurance Claims
925,1011326,14326,26,3450,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
515,1029406,32406,15,3600,Third Party Car Insurance Claims
221,1019943,22943,74,3430,Bodily Injury Claims
650,1026588,29588,1,1320,Third Party Car Insurance Claims
187,1026770,29770,54,3400,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
406,1013697,123869,55,3400,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
425,1028660,31660,53,3400,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
920,1017273,2219164,34,3192,Third Party Car Insurance Claims
1150,1004980,131349,52,3390,Third Party Car Insurance Claims
39,1001459,4459,19,3360,Bodily Injury Claims
175,1006468,49513,18,3360,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
258,1027618,30618,31,3360,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
261,1021135,2216848,18,3360,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
324,1023431,26431,32,3360,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
353,1025468,28468,39,3360,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
586,1016981,19981,19,3360,Personal Injury
693,1027901,30901,18,3360,Third Party Car Insurance Claims
864,1010187,13187,17,3360,Bodily Injury Claims
668,1026899,29899,60,5790,Bodily Injury Claims
51,1025476,28476,77,3300,Bodily Injury Claims
764,1028925,49086,8,3060,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
923,1027093,30093,76,4680,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
833,1021931,24931,25,3300,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
137,1026699,47718,73,3290,Third Party Car Insurance Claims
748,1029909,32909,73,3290,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
986,1027245,30245,45,4060,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
400,1008388,11388,33,3250,Bodily Injury Claims
580,1023924,26924,35,3240,Bodily Injury Claims
736,1017880,20880,12,3240,Bodily Injury Claims
93,1014051,17051,10,3230,Injury by Uninsured or Underinsured Defendant
256,1000215,3215,7,3230,Injury by Uninsured or Underinsured Defendant
782,1024946,27946,14,3230,Bodily Injury Claims
123,1005552,8552,27,3220,Bodily Injury Claims
281,1014926,17926,29,3220,Third Party Car Insurance Claims
915,1013796,16796,51,2970,Third Party Car Insurance Claims
1048,1024755,27755,71,3220,Third Party Car Insurance Claims
119,1021842,24842,15,3200,Third Party Car Insurance Claims
831,1012753,15753,50,3200,Third Party Car Insurance Claims
329,1027888,30888,24,2860,Bodily Injury Claims
29,1003873,6873,44,3190,Bodily Injury Claims
332,1027922,30922,73,8460,Third Party Car Insurance Claims
1274,1013796,16796,51,2970,Third Party Car Insurance Claims
1024,1020073,23073,45,3190,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
345,1029253,32253,18,3150,Third Party Car Insurance Claims
531,1028907,31907,70,3150,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
591,1021243,24243,20,3150,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
633,1016098,19098,20,3150,Bodily Injury Claims
1023,1010151,13151,3,3150,Property Damage Claims
1041,1026831,29831,56,3150,Bodily Injury Claims
667,1007495,10495,40,2800,Third Party Car Insurance Claims
1352,1019016,22016,70,3150,Third Party Car Insurance Claims
405,1016498,19498,30,3120,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
436,1022905,25905,32,3120,Bodily Injury Claims
799,1017293,20293,32,3120,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
965,1006694,9694,76,3120,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
287,1029570,2219227,61,3112,Third Party Car Insurance Claims
1002,1006136,9136,60,3088,Bodily Injury Claims
615,1011101,2220816,37,3080,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
660,1008504,2215795,40,3080,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
725,1003391,2216716,24,3080,Bodily Injury Claims
806,1024301,2219377,23,3080,Third Party Car Insurance Claims
897,1002883,5883,40,3080,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
620,1024906,2216155,56,2800,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
333,1021100,46444,11,3060,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
530,1019348,2217096,55,3060,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
379,1028453,31453,40,5320,Property Damage Claims
1124,1029587,32587,7,3060,Property Damage Claims
809,1005899,8899,14,3040,Injury by Uninsured or Underinsured Defendant
248,1024973,27973,18,2730,Bodily Injury Claims
1315,1007718,10718,65,3010,Bodily Injury Claims
204,1005612,8612,47,3000,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
430,1012487,15487,15,3000,Third Party Car Insurance Claims
434,1020668,23668,75,3000,Third Party Car Insurance Claims
602,1015133,18133,15,3000,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1215,1014010,17010,46,3000,Third Party Car Insurance Claims
209,1017503,20503,28,2990,Bodily Injury Claims
525,1028663,31663,12,4140,Reimbursement for Property Repairs
779,1028670,31670,46,3300,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
32,1028269,31269,17,2940,Third Party Car Insurance Claims
311,1028685,31685,17,2940,Third Party Car Insurance Claims
503,1022704,25704,19,2940,Third Party Car Insurance Claims
696,1022836,25836,34,2926,Bodily Injury Claims
309,1018759,21759,48,2880,Bodily Injury Claims
669,1021290,24290,31,2880,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
962,1021820,24820,49,2880,Third Party Car Insurance Claims
73,1028778,31778,65,9890,Reimbursement for Property Repairs
1290,1028834,31834,46,5400,Third Party Car Insurance Claims
399,1002656,5656,2,2860,Personal Injury
380,1013880,48010,3,2850,Reimbursement for Property Repairs
581,1027544,30544,13,2850,Third Party Car Insurance Claims
1081,1017624,20624,14,2850,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1021,1022944,25944,72,2820,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
316,1025371,117477,38,2800,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
419,1020001,23001,15,2800,Third Party Car Insurance Claims
729,1028834,31834,46,4500,Third Party Car Insurance Claims
844,1028950,31950,55,39100,Loss of Value to Vehicle
348,1028972,31972,17,2520,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
583,1029158,32158,1,770,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
487,1021629,24629,29,2760,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
666,1029132,32132,26,2760,Bodily Injury Claims
52,1025986,28986,1,2750,Property Damage Claims
906,1029218,32218,11,1020,Third Party Car Insurance Claims
260,1029228,32228,72,8460,Third Party Car Insurance Claims
767,1026994,29994,62,2730,Third Party Car Insurance Claims
1334,1006869,9869,62,2730,Third Party Car Insurance Claims
112,1017671,20671,54,2720,Bodily Injury Claims
150,1008221,11221,9,2720,Bodily Injury Claims
397,1025480,28480,55,2720,Bodily Injury Claims
526,1014290,17290,4,2720,Reimbursement for Property Repairs
919,1025209,28209,5,2720,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
924,1008467,11467,53,2720,Third Party Car Insurance Claims
999,1020606,23606,53,2720,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1060,1006627,9627,54,2720,Third Party Car Insurance Claims
1273,1015291,18291,7,2720,Bodily Injury Claims
211,1013549,16549,46,2700,Bodily Injury Claims
268,1017128,20128,46,2700,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
35,1029580,32580,46,4800,Bodily Injury Claims
1017,1011351,14351,3,2700,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
5,1016249,19249,59,2660,Bodily Injury Claims
255,1020434,23434,14,2660,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
464,1008531,11531,13,2660,Third Party Car Insurance Claims
535,1011672,14672,14,2660,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
168,1029805,32805,27,1380,Bodily Injury Claims
186,1002014,5014,23,2640,Third Party Car Insurance Claims
275,1009049,12049,70,2700,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
699,1009411,12411,32,2640,Bodily Injury Claims
865,1029734,32734,32,2640,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
918,1027062,30062,31,2640,Bodily Injury Claims
1134,1014101,17101,24,2640,Bodily Injury Claims
145,1000272,3272,43,2610,Bodily Injury Claims
453,1028908,2220014,25,2640,Bodily Injury Claims
1350,1004037,7037,43,2610,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
173,1017743,20743,66,2580,Third Party Car Insurance Claims
250,1000267,3267,65,2580,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
412,1007718,10718,65,2580,Bodily Injury Claims
707,1017726,20726,65,2580,Bodily Injury Claims
33,1028226,31226,41,2565,Third Party Car Insurance Claims
916,1022948,45803,30,3600,Third Party Car Insurance Claims
191,1006490,9490,49,2560,Third Party Car Insurance Claims
193,1002806,5806,4,2560,Bodily Injury Claims
297,1001911,137520,50,2560,Third Party Car Insurance Claims
387,1006198,9198,6,2560,Personal Injury
1098,1002539,2216809,43,2610,Bodily Injury Claims
452,1015832,18832,48,2560,Third Party Car Insurance Claims
600,1003638,122917,4,2560,Bodily Injury Claims
786,1002174,5174,5,2560,Bodily Injury Claims
853,1009937,2218693,6,2560,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
9,1016425,47163,4,5440,Personal Injury
1222,1029654,32654,4,2560,Third Party Car Insurance Claims
189,1022976,25976,9,2550,Reimbursement for Property Repairs
1100,1018090,21090,10,2550,Third Party Car Insurance Claims
1152,1022235,25235,11,2550,Bodily Injury Claims
165,1026680,49096,40,2520,Third Party Car Insurance Claims
441,1021002,24002,48,2560,Bodily Injury Claims
478,1009387,12387,38,2520,Bodily Injury Claims
719,1024369,27369,19,2520,Bodily Injury Claims
386,1013097,16097,57,2450,Third Party Car Insurance Claims
589,1018051,21051,24,2420,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
14,1013491,16491,4,2400,Injury by Uninsured or Underinsured Defendant
72,1005268,8268,63,2400,Third Party Car Insurance Claims
347,1012204,15204,63,2400,Bodily Injury Claims
554,1013025,16025,30,2400,Third Party Car Insurance Claims
988,1004023,7023,32,2400,Third Party Car Insurance Claims
1148,1011227,14227,47,2400,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1190,1017515,20515,5,2400,Third Party Car Insurance Claims
136,1015291,18291,7,2380,Bodily Injury Claims
217,1018848,2218788,11,2380,Third Party Car Insurance Claims
364,1025883,47791,54,2380,Bodily Injury Claims
398,1015288,18288,8,2380,Bodily Injury Claims
592,1014424,17424,11,2380,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
709,1021480,24480,10,2380,Third Party Car Insurance Claims
1240,1024286,27286,9,2380,Third Party Car Insurance Claims
1285,1003004,6004,54,2380,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1252,1009551,12551,59,2280,Bodily Injury Claims
1311,1007711,10711,45,2320,Third Party Car Insurance Claims
796,1017174,141141,41,2280,Bodily Injury Claims
159,1020004,23004,18,2310,Third Party Car Insurance Claims
415,1011118,14118,20,2310,Bodily Injury Claims
703,1029398,2220507,18,2310,Bodily Injury Claims
738,1022732,25732,51,2310,Third Party Car Insurance Claims
1147,1006552,9552,51,2310,Third Party Car Insurance Claims
1343,1015943,47815,41,7410,Property Damage Claims
235,1015943,47815,41,6840,Property Damage Claims
1354,1003970,48707,45,29000,Loss of Value to Vehicle
158,1001170,4170,3,2250,Property Damage Claims
341,1025466,28466,4,2240,Third Party Car Insurance Claims
655,1004914,7914,38,2240,Third Party Car Insurance Claims
811,1021035,24035,48,2240,Third Party Car Insurance Claims
823,1004966,7966,38,2240,Third Party Car Insurance Claims
934,1010651,13651,49,2240,Third Party Car Insurance Claims
959,1009683,12683,40,2240,Bodily Injury Claims
1009,1006175,9175,39,2240,Bodily Injury Claims
338,1003970,48707,45,24940,Loss of Value to Vehicle
214,1001835,4835,7,2210,Third Party Car Insurance Claims
393,1024286,27286,9,2210,Third Party Car Insurance Claims
1103,1025629,45505,8,2210,Third Party Car Insurance Claims
87,1027207,30207,23,2200,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
98,1023817,26817,15,2200,Bodily Injury Claims
246,1009883,12883,15,2200,Third Party Car Insurance Claims
377,1014724,17724,23,2200,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
929,1027601,30601,23,2200,Third Party Car Insurance Claims
1144,1026258,29258,24,2200,Third Party Car Insurance Claims
3,1009472,12472,17,2100,Bodily Injury Claims
907,1020680,23680,12,2160,Bodily Injury Claims
1199,1005906,49515,59,7980,Injury by Uninsured or Underinsured Defendant
1097,1008166,11166,32,2160,Third Party Car Insurance Claims
1189,1006484,9484,32,2160,Bodily Injury Claims
868,1007902,10902,34,2128,Bodily Injury Claims
557,1004121,122849,18,4830,Property Damage Claims
12,1026927,29927,46,2100,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1351,1004121,122849,18,3150,Property Damage Claims
131,1025304,28304,46,2100,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1096,1020850,124906,35,2160,Bodily Injury Claims
643,1010364,2218384,47,2100,Third Party Car Insurance Claims
1249,1024973,27973,18,2100,Bodily Injury Claims
40,1018201,136755,37,8120,Injury by Uninsured or Underinsured Defendant
121,1009466,12466,6,2080,Third Party Car Insurance Claims
1256,1011211,14211,6,2080,Bodily Injury Claims
102,1027762,30762,4,2080,Third Party Car Insurance Claims
409,1011064,14064,29,2070,Bodily Injury Claims
507,1021883,24883,29,2070,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
185,1024041,27041,54,2040,Bodily Injury Claims
485,1027396,30396,9,2040,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
807,1007626,10626,10,2040,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1090,1027752,30752,10,2040,Bodily Injury Claims
533,1028456,31456,42,2030,Bodily Injury Claims
566,1018279,21279,44,2030,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
794,1019365,2217095,43,2030,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
881,1015044,47934,45,2030,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
199,1008063,11063,33,2000,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
357,1001897,4897,16,2000,Bodily Injury Claims
259,1025353,2215393,41,1995,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
473,1024936,27936,23,1980,Third Party Car Insurance Claims
747,1025636,28636,12,1980,Bodily Injury Claims
800,1028051,31051,23,1980,Bodily Injury Claims
1338,1003391,2216716,24,1980,Bodily Injury Claims
529,1009945,12945,39,1960,Third Party Car Insurance Claims
197,1009892,12892,2,1950,Third Party Car Insurance Claims
480,1008027,11027,2,1950,Third Party Car Insurance Claims
54,1015695,18695,30,1920,Bodily Injury Claims
143,1021627,24627,50,1920,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
873,1020103,142365,73,16450,Personal Injury
575,1022865,25865,4,1920,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
153,1002804,2215885,55,3400,Third Party Car Insurance Claims
889,1018744,21744,50,1920,Third Party Car Insurance Claims
564,1001221,2216046,50,1920,Third Party Car Insurance Claims
1263,1023343,26343,48,1920,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1287,1017026,20026,30,1920,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
1339,1001911,137520,50,1920,Third Party Car Insurance Claims
155,1004535,7535,20,1890,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
253,1026559,29559,19,1890,Third Party Car Insurance Claims
320,1004105,7105,20,1890,Third Party Car Insurance Claims
1322,1018082,2216092,33,9000,Injury by Uninsured or Underinsured Defendant
1064,1018082,2216092,33,7000,Injury by Uninsured or Underinsured Defendant
1070,1006770,9770,34,1862,"Damage from impacts with animals (deer, etc.); note: a crash from swerving to avoid animals will likely fall under collision"
226,1019508,22508,26,1840,Third Party Car Insurance Claims
344,1015342,18342,27,1840,Third Party Car Insurance Claims
730,1004703,7703,2,1820,Third Party Car Insurance Claims
